,estado,estadoSigla,municipio,cnes,nomeCnes,dataNotificacaoOcupacao,ofertaRespiradores,ofertaHospCli,ofertaHospUti,ofertaSRAGCli,ofertaSRAGUti,ocupHospCli,ocupHospUti,ocupSRAGCli,ocupSRAGUti,altas,obitos,ocupacaoInformada,algumaOcupacaoInformada
3168,São Paulo,SP,São Paulo,2077469,HOSP DOM ANTONIO DE ALVARENGA,2021-01-06,28.0,119.0,0.0,0.0,10.0,0.0,0.0,6.0,6,1.0,0,True,True
2503,São Paulo,SP,São Paulo,2080796,HOSP MAT SAO CRISTOVAO,2021-01-07,0.0,195.0,40.0,0.0,0.0,65.0,13.0,20.0,14,4.0,0,True,True
3171,São Paulo,SP,São Paulo,2077752,HOSP MONUMENTO CEHM,2021-01-06,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2406,São Paulo,SP,São Paulo,5420938,HOSP MUN CARMEN PRUDENTE,2021-01-06,50.0,178.0,24.0,16.0,20.0,0.0,0.0,11.0,17,4.0,0,True,True
3255,São Paulo,SP,São Paulo,2084139,HOSP MUN DR BENEDICTO MONTENEGRO,2021-01-06,1.0,50.0,0.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3212,São Paulo,SP,São Paulo,2080346,HOSP MUN DR CARMINO CARICCHIO,2021-01-06,56.0,318.0,44.0,60.0,49.0,0.0,0.0,0.0,1,1.0,0,True,True
873,São Paulo,SP,São Paulo,2084473,HOSP MUN DR IGNACIO PROENCA DE GOUVEA,2021-01-06,30.0,47.0,12.0,42.0,62.0,0.0,0.0,20.0,25,7.0,0,True,True
3482,São Paulo,SP,São Paulo,2786680,HOSP MUN FERNANDO MAURO PIRES DA ROCHA,2021-01-06,72.0,188.0,36.0,4.0,10.0,0.0,0.0,2.0,3,2.0,0,True,True
3563,São Paulo,SP,São Paulo,7711980,HOSP MUN GILSON DE CASSIA MARQUES DE CARVALHO,2021-01-06,19.0,172.0,31.0,0.0,50.0,0.0,0.0,10.0,7,0.0,0,True,True
2049,São Paulo,SP,São Paulo,2078325,HOSP MUN INFANTIL MENINO JESUS,2021-01-06,37.0,72.0,20.0,10.0,10.0,0.0,0.0,10.0,1,0.0,0,True,True
3238,São Paulo,SP,São Paulo,2081970,HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA,2021-01-06,25.0,159.0,29.0,44.0,28.0,0.0,0.0,14.0,0,1.0,0,True,True
3570,São Paulo,SP,São Paulo,9465464,HOSP MUN JOSANIAS CASTANHA BRAGA,2021-01-06,16.0,1.0,0.0,0.0,288.0,0.0,0.0,82.0,95,9.0,5,True,True
2411,São Paulo,SP,São Paulo,5718368,HOSP MUN M BOI MIRIM,2021-01-06,66.0,178.0,34.0,60.0,134.0,0.0,0.0,10.0,9,1.0,0,True,True
802,São Paulo,SP,São Paulo,2079186,HOSP MUN MAT ESC DR MARIO DE MORAES A SILVA,2021-01-06,33.0,105.0,7.0,0.0,7.0,0.0,0.0,0.0,1,0.0,0,True,True
3164,São Paulo,SP,São Paulo,2075717,HOSP MUN MATERNIDADE PROFESSOR MARIO DEGNI,2021-01-06,17.0,55.0,4.0,12.0,10.0,0.0,0.0,0.0,0,0.0,0,True,True
3167,São Paulo,SP,São Paulo,2077450,HOSP MUN PIRITUBA JOSE SOARES HUNGRIA,2021-01-06,18.0,39.0,8.0,32.0,78.0,0.0,0.0,2.0,43,1.0,1,True,True
2041,São Paulo,SP,São Paulo,2077639,HOSP MUN PROF DR WALDOMIRO DE PAULA,2021-01-06,32.0,151.0,6.0,25.0,66.0,0.0,0.0,7.0,0,0.0,0,True,True
859,São Paulo,SP,São Paulo,2082829,HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO,2021-01-06,36.0,232.0,16.0,4.0,10.0,0.0,0.0,10.0,0,2.0,1,True,True
2075,São Paulo,SP,São Paulo,2080583,HOSP MUN TIDE SETUBAL,2021-01-06,29.0,144.0,7.0,22.0,73.0,0.0,0.0,19.0,51,12.0,0,True,True
3215,São Paulo,SP,São Paulo,2080788,HOSP MUN V NHOCUNE ALEXANDRE ZAIO,2021-01-06,11.0,48.0,0.0,8.0,0.0,0.0,0.0,0.0,0,0.0,1,True,True
1104,São Paulo,SP,São Paulo,3212130,HOSP MUN VER JOSE STOROPOLLI,2021-01-06,40.0,164.0,18.0,29.0,20.0,0.0,0.0,0.0,8,0.0,5,True,True
1440,São Paulo,SP,São Paulo,2082624,HOSP STA CRUZ,2020-08-28,0.0,127.0,10.0,0.0,2.0,62.0,19.0,3.0,5,1.0,0,True,True
1169,São Paulo,SP,São Paulo,7992890,HOSPIAL DE CAMPANHA UNISA,2021-01-06,1.0,65.0,5.0,0.0,0.0,0.0,0.0,21.0,0,1.0,0,True,True
3542,São Paulo,SP,São Paulo,7060165,HOSPITAL A C CAMARGO TAMANDARE,2021-01-06,0.0,97.0,16.0,0.0,0.0,0.0,0.0,7.0,1,0.0,0,True,True
3096,São Paulo,SP,São Paulo,3166597,HOSPITAL ADVENTISTA DE SAO PAULO,2021-01-06,0.0,40.0,7.0,0.0,0.0,72.0,18.0,6.0,7,0.0,0,True,True
3165,São Paulo,SP,São Paulo,2077388,HOSPITAL AMPARO MATERNAL,2021-01-06,10.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
825,São Paulo,SP,São Paulo,2080575,HOSPITAL BP,2021-01-06,282.0,642.0,65.0,0.0,20.0,0.0,0.0,50.0,31,4.0,0,True,True
2073,São Paulo,SP,São Paulo,2080494,HOSPITAL DA CRUZ VERMELHA BRASILEIRA,2021-01-06,0.0,40.0,0.0,0.0,0.0,0.0,0.0,32.0,18,2.0,0,True,True
1455,São Paulo,SP,São Paulo,0113123,HOSPITAL DE CAMPANHA COVID 19 SMS SP ANHEMBI P 35,2020-09-09,0.0,294.0,0.0,294.0,0.0,0.0,0.0,6.0,0,6.0,0,True,True
1333,São Paulo,SP,São Paulo,0102083,HOSPITAL DE CAMPANHA COVID 19 SMS SP ANHEMBI P 38,2020-07-31,0.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
1336,São Paulo,SP,São Paulo,0102040,HOSPITAL DE CAMPANHA COVID 19 SMS SP PACAEMBU,2020-04-20,0.0,190.0,0.0,0.0,0.0,0.0,0.0,91.0,0,11.0,0,True,True
18,São Paulo,SP,São Paulo,2081288,HOSPITAL DO CORACAO,2020-04-29,0.0,198.0,61.0,0.0,0.0,84.0,14.0,56.0,19,3.0,1,True,True
883,São Paulo,SP,São Paulo,2089785,HOSPITAL DO RIM E HIPERTENSAO,2021-01-06,6.0,126.0,16.0,0.0,11.0,0.0,0.0,0.0,2,1.0,0,True,True
3170,São Paulo,SP,São Paulo,2077701,HOSPITAL E MATERNIDADE LEONOR MENDES DE BARROS SAO PAULO,2021-01-06,22.0,85.0,6.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,True,True
1905,São Paulo,SP,São Paulo,2078082,HOSPITAL E MATERNIDADE METROPOLITANO,2021-01-06,0.0,5.0,55.0,0.0,0.0,79.0,24.0,11.0,11,0.0,0,True,True
192,São Paulo,SP,São Paulo,2078589,HOSPITAL E MATERNIDADE SANTA MARIA CRUZ AZUL,2020-08-28,0.0,330.0,0.0,0.0,0.0,219.0,43.0,22.0,28,0.0,0,True,True
236,São Paulo,SP,São Paulo,0127876,HOSPITAL ESTADUAL DE CAMPANHA COVID 19 BARRADAS,2020-09-25,0.0,176.0,0.0,176.0,34.0,0.0,0.0,0.0,0,0.0,0,True,True
247,São Paulo,SP,São Paulo,0127868,HOSPITAL ESTADUAL DE CAMPANHA COVID 19 IBIRAPUERA,2020-10-03,0.0,240.0,0.0,240.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2121,São Paulo,SP,São Paulo,2091585,HOSPITAL ESTADUAL DE SAPOPEMBA SAO PAULO,2021-01-06,72.0,135.0,20.0,0.0,0.0,0.0,0.0,10.0,7,4.0,0,True,True
3166,São Paulo,SP,São Paulo,2077426,HOSPITAL ESTADUAL DE VILA ALPINA ORG SOCIAL SECONCI SAO PAUL,2021-01-06,61.0,163.0,27.0,25.0,20.0,0.0,0.0,20.0,9,5.0,1,True,True
2027,São Paulo,SP,São Paulo,2066092,HOSPITAL GERAL DE PEDREIRA,2021-01-06,47.0,209.0,19.0,40.0,42.0,0.0,0.0,14.0,5,4.0,0,True,True
790,São Paulo,SP,São Paulo,2077493,HOSPITAL GERAL DE SAO MATEUS SAO PAULO,2021-01-06,57.0,182.0,29.0,20.0,1.0,0.0,0.0,4.0,4,3.0,0,True,True
2326,São Paulo,SP,São Paulo,2688573,HOSPITAL GERAL DE VILA NOVA CACHOEIRINHA SAO PAULO,2021-01-06,41.0,170.0,30.0,44.0,18.0,0.0,0.0,10.0,2,2.0,0,True,True
889,São Paulo,SP,São Paulo,2091755,HOSPITAL GERAL DE VILA PENTEADO DR JOSE PANGELLA SAO PAULO,2021-01-06,32.0,206.0,22.0,52.0,45.0,0.0,0.0,50.0,30,6.0,5,True,True
2044,São Paulo,SP,São Paulo,2077671,HOSPITAL GERAL DO GRAJAU PROF LIBER JOHN ALPHONSE DI DIO SP,2021-01-06,64.0,206.0,33.0,0.0,0.0,0.0,0.0,6.0,2,2.0,0,True,True
3190,São Paulo,SP,São Paulo,2079240,HOSPITAL GERAL JESUS TEIXEIRA DA COSTA GUAIANASES SAO PAULO,2021-01-06,49.0,205.0,10.0,25.0,20.0,0.0,0.0,47.0,18,4.0,0,True,True
793,São Paulo,SP,São Paulo,2077620,HOSPITAL GERAL SANTA MARCELINA DE ITAIM PAULISTA SAO PAULO,2021-01-06,50.0,261.0,10.0,10.0,10.0,0.0,0.0,14.0,5,4.0,0,True,True
1058,São Paulo,SP,São Paulo,2688581,HOSPITAL GERIATRICO E DE CONVALESCENTES D PEDRO II,2021-01-06,1.0,457.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0,True,True
1221,São Paulo,SP,São Paulo,2089696,HOSPITAL GRAACC INSTITUTO DE ONCOLOGIA PEDIATRICA IOP,2021-01-07,8.0,33.0,8.0,0.0,0.0,24.0,7.0,1.0,1,0.0,0,True,True
2028,São Paulo,SP,São Paulo,2066572,HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I SP,2021-01-06,47.0,266.0,14.0,12.0,8.0,0.0,0.0,2.0,2,1.0,1,True,True
2115,São Paulo,SP,São Paulo,2088517,HOSPITAL INFANTIL CANDIDO FONTOURA SAO PAULO,2021-01-06,31.0,66.0,10.0,12.0,0.0,0.0,0.0,3.0,3,2.0,0,True,True
2030,São Paulo,SP,São Paulo,2071371,HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO,2021-01-06,19.0,92.0,9.0,19.0,5.0,0.0,0.0,1.0,1,3.0,0,True,True
3159,São Paulo,SP,São Paulo,2058391,HOSPITAL ISRAELITA ALBERT EINSTEIN,2021-01-06,0.0,469.0,10.0,0.0,20.0,0.0,0.0,58.0,50,9.0,0,True,True
2091,São Paulo,SP,São Paulo,2082225,HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO,2021-01-06,15.0,197.0,24.0,28.0,10.0,0.0,0.0,0.0,2,2.0,0,True,True
2035,São Paulo,SP,São Paulo,2077507,HOSPITAL LEFORTE LIBERDADE,2021-01-06,41.0,202.0,30.0,0.0,4.0,0.0,0.0,18.0,6,1.0,0,True,True
3525,São Paulo,SP,São Paulo,5437156,HOSPITAL LOCAL DE SAPOPEMBA,2021-01-06,11.0,41.0,0.0,0.0,0.0,0.0,0.0,12.0,10,5.0,1,True,True
3161,São Paulo,SP,São Paulo,2065665,HOSPITAL MATERNIDADE INTERLAGOS,2021-01-06,18.0,44.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2488,São Paulo,SP,São Paulo,0102075,HOSPITAL MUNICIPAL BELA VISTA,2021-01-06,0.0,104.0,20.0,0.0,120.0,0.0,0.0,44.0,46,11.0,1,True,True
2494,São Paulo,SP,São Paulo,0102105,HOSPITAL MUNICIPAL BRASILANDIA,2021-01-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,119.0,135,16.0,6,True,True
2482,São Paulo,SP,São Paulo,0161438,HOSPITAL MUNICIPAL GUARAPIRANGA,2021-01-06,0.0,23.0,0.0,0.0,80.0,0.0,0.0,23.0,90,12.0,1,True,True
2118,São Paulo,SP,São Paulo,2089653,HOSPITAL NEXT BUTANTA,2021-01-06,0.0,40.0,10.0,0.0,0.0,0.0,0.0,27.0,13,8.0,2,True,True
2903,São Paulo,SP,São Paulo,2688514,HOSPITAL PSIQUIATRICO DE VILA MARIANA,2020-12-22,1.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3264,São Paulo,SP,São Paulo,2091313,HOSPITAL REGIONAL SUL SAO PAULO,2021-01-06,44.0,178.0,18.0,45.0,34.0,0.0,0.0,16.0,8,1.0,0,True,True
188,São Paulo,SP,São Paulo,9490604,HOSPITAL SAGRADA FAMILIA,2020-08-25,4.0,103.0,13.0,0.0,0.0,0.0,0.0,2.0,3,25.0,4,True,True
1899,São Paulo,SP,São Paulo,2688603,HOSPITAL SANTA CATARINA,2021-01-05,0.0,231.0,85.0,0.0,0.0,143.0,74.0,45.0,28,6.0,0,True,True
1219,São Paulo,SP,São Paulo,2079445,HOSPITAL SANTA ISABEL,2021-01-07,0.0,98.0,25.0,0.0,0.0,37.0,25.0,7.0,13,0.0,0,True,True
789,São Paulo,SP,São Paulo,2077477,HOSPITAL SANTA MARCELINA SAO PAULO,2021-01-06,104.0,530.0,68.0,110.0,59.0,0.0,0.0,45.0,46,3.0,3,True,True
3719,São Paulo,SP,São Paulo,3027600,HOSPITAL SAO CAMILO IPIRANGA,2021-01-06,0.0,114.0,48.0,0.0,0.0,46.0,43.0,0.0,11,2.0,0,True,True
1898,São Paulo,SP,São Paulo,2688565,HOSPITAL SAO CAMILO POMPEIA,2021-01-06,0.0,282.0,0.0,6.0,9.0,188.0,50.0,49.0,23,1.0,0,True,True
1902,São Paulo,SP,São Paulo,3039420,HOSPITAL SAO CAMILO SANTANA,2021-01-06,0.0,182.0,61.0,0.0,0.0,130.0,46.0,33.0,11,3.0,0,True,True
786,São Paulo,SP,São Paulo,2076896,HOSPITAL SAO LUIZ GONZAGA,2021-01-06,22.0,157.0,0.0,46.0,10.0,0.0,0.0,7.0,9,1.0,0,True,True
2034,São Paulo,SP,São Paulo,2077485,HOSPITAL SAO PAULO HOSPITAL DE ENSINO DA UNIFESP SAO PAULO,2021-01-06,113.0,664.0,97.0,60.0,85.0,0.0,0.0,23.0,27,1.0,0,True,True
3109,São Paulo,SP,São Paulo,2089602,HOSPITAL SEPACO,2021-01-06,0.0,225.0,0.0,0.0,0.0,135.0,75.0,28.0,21,3.0,0,True,True
603,São Paulo,SP,São Paulo,2079127,HOSPITAL SIRIO LIBANES,2021-01-06,0.0,367.0,102.0,0.0,0.0,234.0,38.0,102.0,46,9.0,0,True,True
3083,São Paulo,SP,São Paulo,2076926,HOSPITAL UNIVERSITARIO DA USP SAO PAULO,2021-01-06,58.0,148.0,22.0,0.0,0.0,58.0,16.0,1.0,1,0.0,0,True,True
3169,São Paulo,SP,São Paulo,2077590,IBCC,2021-01-06,17.0,135.0,10.0,0.0,0.0,0.0,0.0,2.0,1,0.0,0,True,True
568,São Paulo,SP,São Paulo,6891411,IBCC UNIDADE JACANA,2021-01-05,3.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,0,True,True
2065,São Paulo,SP,São Paulo,2080125,INST DO CANCER ARNALDO VIEIRA DE CARVALHO,2021-01-06,11.0,64.0,8.0,0.0,0.0,0.0,0.0,7.0,0,0.0,2,True,True
3262,São Paulo,SP,São Paulo,2088495,INSTITUTO DANTE PAZZANESE DE CARDIOLOGIA IDPC SAO PAULO,2021-01-06,120.0,290.0,70.0,40.0,30.0,0.0,0.0,11.0,7,5.0,1,True,True
3154,São Paulo,SP,São Paulo,2028840,INSTITUTO DE INFECTOLOGIA EMILIO RIBAS SAO PAULO,2021-01-06,26.0,250.0,17.0,46.0,50.0,0.0,0.0,12.0,28,2.0,2,True,True
2407,São Paulo,SP,São Paulo,5451612,INSTITUTO DE REABILITACAO LUCY MONTORO,2021-01-06,2.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
74,São Paulo,SP,São Paulo,3477355,PREMIER RESIDENCE HOSPITAL,2020-05-24,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3442,São Paulo,SP,São Paulo,2688689,SANTA CASA DE SAO PAULO HOSPITAL CENTRAL SAO PAULO,2021-01-06,191.0,973.0,73.0,46.0,90.0,0.0,0.0,23.0,18,0.0,1,True,True
791,São Paulo,SP,São Paulo,2077523,UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP,2021-01-06,65.0,224.0,26.0,64.0,15.0,0.0,0.0,12.0,8,2.0,1,True,True
3184,São Paulo,SP,São Paulo,2078597,UNIDADE REFERENCIADA OSWALDO CRUZ VERGUEIRO,2021-01-06,0.0,200.0,30.0,0.0,0.0,0.0,0.0,12.0,13,2.0,1,True,True
3259,São Paulo,SP,São Pedro,2084422,SANTA CASA DE SAO PEDRO,2021-01-06,8.0,62.0,0.0,5.0,5.0,0.0,0.0,0.0,9,1.0,0,True,True
2096,São Paulo,SP,São Roque,2082721,HOSPITAL E MATERNIDADE SOTERO DE SOUZA,2021-01-06,4.0,89.0,0.0,10.0,10.0,0.0,0.0,7.0,5,3.0,0,True,True
80,São Paulo,SP,São Roque,5237750,HOSPITAL UNIMED SAO ROQUE,2020-07-28,0.0,34.0,5.0,0.0,0.0,3.0,5.0,2.0,0,0.0,0,True,True
3475,São Paulo,SP,São Sebastião,2765934,HOSPITAL DE CLINICAS DE SAO SEBASTIAO,2021-01-06,5.0,96.0,7.0,16.0,24.0,0.0,0.0,7.0,13,3.0,1,True,True
847,São Paulo,SP,São Sebastião da Grama,2082284,SANTA CASA DE GRAMA,2021-01-06,1.0,30.0,0.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3157,São Paulo,SP,São Simão,2058243,SANTA CASA DE MISERICORDIA DE SAO SIMAO,2021-01-06,1.0,40.0,0.0,4.0,0.0,0.0,0.0,3.0,0,1.0,0,True,True
290,São Paulo,SP,São Vicente,0179914,HOSPITAL DE CAMPANHA COVID 19 SV CONTINENTAL,2020-11-06,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2432,São Paulo,SP,São Vicente,7371349,HOSPITAL DR OLAVO HORNEAUX DE MOURA SAO VICENTE,2021-01-06,2.0,24.0,0.0,20.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
1146,São Paulo,SP,São Vicente,6966594,HOSPITAL E MATERNIDADE MUNICIPAL DE SAO VICENTE,2021-01-06,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
1099,São Paulo,SP,São Vicente,3021378,HOSPITAL MUNICIPAL DE SAO VICENTE,2021-01-06,16.0,84.0,10.0,10.0,11.0,0.0,0.0,5.0,1,0.0,0,True,True
3214,São Paulo,SP,São Vicente,2080729,HOSPITAL SAO JOSE SAO VICENTE,2021-01-06,0.0,86.0,6.0,20.0,10.0,0.0,0.0,0.0,0,0.0,0,True,True
870,São Paulo,SP,Tabapuã,2084074,HOSP MARIA VALLE PEREIRA DE TABAPUA,2021-01-06,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2058,São Paulo,SP,Tabatinga,2079399,SANTA CASA DE MISERICORDIA TABATINGA SP,2021-01-06,1.0,35.0,0.0,18.0,0.0,0.0,0.0,1.0,0,0.0,0,True,True
190,São Paulo,SP,Taboão da Serra,2080001,FAMILY HOSPITAL,2020-08-27,0.0,53.0,8.0,0.0,0.0,31.0,8.0,0.0,0,0.0,0,True,True
3593,São Paulo,SP,Taboão da Serra,0110981,HOSPITAL DE CAMPANHA COVID 19 DR AKIRA TADA,2021-01-06,0.0,24.0,0.0,18.0,0.0,0.0,0.0,19.0,7,0.0,0,True,True
208,São Paulo,SP,Taboão da Serra,0105856,HOSPITAL DE CAMPANHA COVID 19 SER,2020-09-11,4.0,64.0,0.0,64.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3197,São Paulo,SP,Taboão da Serra,2079828,HOSPITAL GERAL PIRAJUSSARA TABOAO DA SERRA,2021-01-06,99.0,246.0,15.0,8.0,13.0,0.0,0.0,1.0,1,0.0,0,True,True
560,São Paulo,SP,Taboão da Serra,2785188,UNIDADE MISTA DE SAUDE DE TABOAO DA SERRA,2021-01-05,18.0,40.0,0.0,0.0,8.0,0.0,0.0,3.0,0,0.0,0,True,True
862,São Paulo,SP,Taguaí,2082934,SANTA CASA DE MISERICORDIA DE TAGUAI,2021-01-06,1.0,30.0,0.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
1076,São Paulo,SP,Tambaú,2749149,SANTA CASA DE MISERICORDIA DE TAMBAU,2021-01-06,1.0,42.0,0.0,19.0,0.0,0.0,0.0,0.0,0,1.0,0,True,True
807,São Paulo,SP,Tanabi,2079356,SANTA CASA DE TANABI,2021-01-06,2.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2084,São Paulo,SP,Tapiratiba,2081598,SANTA CASA DE MISERICORDIA SAO LUCAS,2021-01-06,3.0,23.0,0.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
796,São Paulo,SP,Taquaritinga,2078295,SANTA CASA DE TAQUARITINGA,2021-01-06,6.0,124.0,6.0,29.0,5.0,0.0,0.0,10.0,2,1.0,0,True,True
819,São Paulo,SP,Taquarituba,2079879,SANTA CASA DE TAQUARITUBA,2021-01-06,2.0,50.0,0.0,5.0,0.0,0.0,0.0,2.0,4,0.0,0,True,True
3188,São Paulo,SP,Tatuí,2079135,SANTA CASA DE MISERICORDIA DE TATUI,2021-01-06,11.0,93.0,8.0,22.0,10.0,0.0,0.0,12.0,14,0.0,0,True,True
2476,São Paulo,SP,Taubaté,0133272,HOSPITAL DE CAMPANHA COVID 19 MUNICIPIO DE TAUBATE,2021-01-06,0.0,20.0,0.0,20.0,10.0,0.0,0.0,20.0,10,4.0,2,True,True
2339,São Paulo,SP,Taubaté,2749319,HOSPITAL MUNICIPAL UNIVERSITARIO DE TAUBATE,2021-01-06,32.0,167.0,14.0,20.0,14.0,0.0,0.0,3.0,13,2.0,1,True,True
1102,São Paulo,SP,Taubaté,3126838,HOSPITAL REGIONAL DO VALE DO PARAIBA,2021-01-06,59.0,210.0,39.0,48.0,20.0,0.0,0.0,10.0,19,6.0,0,True,True
2025,São Paulo,SP,Teodoro Sampaio,2028239,HOSPITAL REGIONAL DE TEODORO SAMPAIO,2021-01-06,1.0,52.0,0.0,23.0,0.0,0.0,0.0,2.0,0,1.0,0,True,True
2913,São Paulo,SP,Terra Roxa,2083213,HOSPITAL TERRA ROXA,2020-12-26,1.0,34.0,0.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3205,São Paulo,SP,Tietê,2080087,SANTA CASA DE MISERICORDIA DE TIETE,2021-01-06,4.0,58.0,0.0,6.0,0.0,0.0,0.0,5.0,0,0.0,0,True,True
826,São Paulo,SP,Torrinha,2080605,HOSPITAL PADRE NICANOR MERINO TORRINHA,2021-01-06,1.0,20.0,0.0,6.0,0.0,0.0,0.0,3.0,0,0.0,0,True,True
3227,São Paulo,SP,Tupi Paulista,2081385,SANTA CASA DE TUPI PAULISTA,2021-01-06,2.0,44.0,0.0,10.0,0.0,0.0,0.0,3.0,0,0.0,0,True,True
849,São Paulo,SP,Tupã,2082454,CASA DA CRIANCA DE TUPA,2021-01-06,1.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
827,São Paulo,SP,Tupã,2080664,SANTA CASA DE TUPA,2021-01-06,13.0,126.0,20.0,14.0,20.0,0.0,0.0,4.0,14,0.0,1,True,True
241,São Paulo,SP,Ubatuba,0215368,HOSPITAL DE CAMPANHA COVID 19,2020-09-30,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2328,São Paulo,SP,Ubatuba,2702193,SANTA CASA DE MISERICORDIA DE UBATUBA,2021-01-06,10.0,105.0,0.0,22.0,10.0,0.0,0.0,4.0,0,2.0,0,True,True
2082,São Paulo,SP,Urupês,2081342,HOSPITAL SAO LOURENCO,2021-01-06,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
821,São Paulo,SP,Urânia,2079968,SANTA CASA DE URANIA,2021-01-06,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3098,São Paulo,SP,Valinhos,5515483,HOSPITAL E MATERNIDADE GALILEO,2021-01-06,0.0,60.0,23.0,0.0,0.0,41.0,34.0,8.0,8,1.0,0,True,True
3270,São Paulo,SP,Valinhos,2097877,IRMANDADE DA SANTA CASA DE MISERICORDIA DE VALINHOS,2021-01-06,12.0,78.0,4.0,26.0,17.0,0.0,0.0,8.0,19,3.0,0,True,True
3222,São Paulo,SP,Valparaíso,2081105,SANTA CASA DE VALPARAISO,2021-01-06,2.0,55.0,0.0,10.0,0.0,0.0,0.0,2.0,0,0.0,0,True,True
2087,São Paulo,SP,Vargem Grande do Sul,2081903,HOSPITAL DE CARIDADE DE VARGEM GRANDE DO SUL,2021-01-06,3.0,57.0,0.0,24.0,0.0,0.0,0.0,1.0,0,0.0,0,True,True
1064,São Paulo,SP,Vinhedo,2699915,SANTA CASA DE VINHEDO,2021-01-06,18.0,74.0,0.0,14.0,5.0,0.0,0.0,7.0,8,2.0,1,True,True
3265,São Paulo,SP,Viradouro,2092093,HOSPITAL E MATERNIDADE SAO VICENTE DE PAULO VIRADOURO,2021-01-06,1.0,48.0,0.0,26.0,0.0,0.0,0.0,1.0,0,0.0,0,True,True
2113,São Paulo,SP,Votorantim,2087618,HOSPITAL MUNICIPAL DE VOTORANTIM,2021-01-06,1.0,78.0,5.0,31.0,5.0,0.0,0.0,10.0,6,1.0,0,True,True
3226,São Paulo,SP,Votuporanga,2081377,SANTA CASA DE VOTUPORANGA,2021-01-06,32.0,172.0,10.0,17.0,16.0,0.0,0.0,10.0,9,2.0,0,True,True
3515,São Paulo,SP,Várzea Paulista,3949621,HOSPITAL MUNICIPAL DR AUCIPIO DA SILVA OLIVEIRA JUNIOR,2021-01-06,4.0,34.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1.0,0,True,True
792,São Paulo,SP,Águas de Lindóia,2077558,HOSPITAL SAO CAMILO AGUAS DE LINDOIA,2021-01-06,2.0,30.0,0.0,10.0,0.0,0.0,0.0,4.0,0,0.0,0,True,True
824,São Paulo,SP,Álvares Machado,2080508,SANTA CASA DE ALVARES MACHADO,2021-01-06,1.0,18.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0.0,0,True,True
1445,Tocantins,TO,Alvorada,3385205,HOSPITAL DE PEQUENO PORTE DE ALVORADA,2020-08-31,1.0,23.0,0.0,4.0,0.0,2.0,0.0,2.0,0,1.0,0,True,True
3669,Tocantins,TO,Araguaçu,2546671,HOSPITAL REGIONAL TERTULIANO C LUSTOSA DE ARAGUACU,2021-01-06,0.0,28.0,0.0,6.0,0.0,5.0,0.0,0.0,0,0.0,0,True,True
3644,Tocantins,TO,Araguaína,3654826,HOSPITAL DE DOENCAS TROPICAIS DA UNIVERSIDADE FEDERAL TOCAN,2021-01-06,0.0,48.0,0.0,10.0,0.0,23.0,0.0,2.0,0,0.0,0,True,True
